20
30

0.89	0.95	0.82	1.13	0.76	0.99	1.04	1.05	1.15	0.9	0.79	0.91	0.92	0.96	1.03	0.93	0.99	1.08	1.03	0.99	

4	-1	9	-1	-1	-1	-1	-1	5	-1	1	3	5	-1	4	-1	-1	7	2	10	10	8	-1	5	6	-1	-1	4	6	9	
-1	4	-1	10	-1	-1	-1	6	8	3	-1	7	-1	-1	-1	-1	2	4	-1	-1	-1	7	-1	9	1	-1	-1	-1	7	3	
-1	6	-1	3	9	1	1	-1	5	1	-1	-1	-1	7	10	7	1	-1	-1	-1	7	5	-1	2	7	-1	4	10	-1	-1	
7	7	-1	3	5	7	7	-1	5	7	-1	-1	10	6	-1	4	-1	-1	-1	8	-1	4	-1	3	5	7	-1	-1	-1	-1	
-1	3	-1	9	-1	-1	-1	-1	4	-1	5	-1	1	7	1	9	4	-1	8	-1	5	-1	-1	-1	7	3	-1	-1	7	10	
-1	10	8	10	6	-1	2	-1	1	-1	-1	-1	10	-1	9	-1	-1	2	9	-1	-1	-1	-1	9	3	-1	-1	-1	5	-1	
-1	-1	-1	8	1	-1	6	-1	8	9	-1	2	-1	4	-1	6	-1	-1	-1	6	4	1	-1	10	6	10	-1	2	1	-1	
-1	2	10	-1	4	-1	6	-1	9	-1	9	1	2	-1	9	7	1	8	-1	-1	4	4	-1	4	9	-1	-1	-1	1	-1	
-1	3	-1	4	-1	4	-1	-1	7	10	-1	-1	8	-1	-1	2	-1	-1	-1	4	4	1	-1	7	7	-1	2	-1	5	-1	
-1	8	-1	7	7	-1	5	-1	9	3	8	-1	8	-1	-1	-1	-1	6	6	-1	-1	10	-1	9	3	-1	-1	10	7	-1	
-1	1	-1	-1	-1	-1	-1	3	9	7	2	-1	2	10	-1	2	-1	10	8	-1	9	3	-1	1	9	-1	-1	7	3	-1	
-1	10	-1	-1	-1	-1	8	-1	5	7	-1	7	2	5	-1	6	-1	-1	5	9	7	6	3	3	5	10	-1	10	7	-1	
8	4	-1	2	-1	-1	-1	-1	4	-1	8	2	6	-1	-1	10	-1	7	-1	9	1	5	-1	2	8	-1	2	4	8	10	
-1	7	3	3	2	3	7	-1	2	5	-1	-1	-1	-1	6	9	-1	-1	2	4	5	1	-1	1	-1	-1	-1	4	6	-1	
6	1	1	10	-1	-1	6	-1	-1	-1	3	-1	10	9	-1	-1	5	-1	9	-1	9	6	-1	6	3	1	1	-1	7	-1	
-1	-1	3	4	-1	-1	7	-1	-1	-1	8	-1	8	-1	-1	5	-1	-1	-1	2	9	10	5	2	-1	-1	4	-1	10	-1	
-1	7	4	2	-1	-1	10	6	-1	-1	-1	6	8	2	-1	-1	5	-1	6	9	9	5	8	-1	5	-1	5	-1	9	-1	
-1	3	-1	10	-1	-1	4	-1	5	-1	3	-1	7	-1	1	-1	5	-1	-1	-1	-1	7	-1	2	-1	9	-1	9	8	7	
-1	7	8	5	-1	-1	8	-1	-1	10	-1	10	8	3	10	9	5	-1	-1	-1	10	10	8	1	1	2	1	-1	-1	1	
-1	2	6	8	-1	-1	5	-1	10	6	-1	-1	4	10	-1	-1	8	3	-1	-1	8	3	6	9	-1	-1	-1	1	3	3	

16	11	7	7	11	8	8	9	16	12	12	6	12	8	10	15	13	15	12	15	11	13	4	11	14	8	10	12	14	11	
14	13	6	8	11	7	4	6	13	13	11	8	13	9	10	12	13	11	13	14	12	15	9	11	11	6	10	8	14	12	
12	11	7	4	9	8	4	6	11	10	9	6	12	8	9	9	12	10	12	12	8	13	7	8	10	4	8	9	12	10	
14	12	9	6	10	8	6	7	13	12	10	9	13	8	11	11	13	11	11	13	10	13	8	9	11	5	9	10	14	11	
11	12	6	5	10	8	3	7	13	10	10	8	12	10	10	12	13	13	11	13	11	14	6	9	10	7	9	10	13	12	
15	13	8	7	9	7	7	6	13	13	12	9	12	9	12	12	15	13	13	16	12	14	8	10	15	8	9	10	16	12	
12	13	8	6	10	6	5	7	14	14	11	9	11	10	9	13	14	12	11	14	12	15	8	9	11	8	10	10	14	12	
14	15	10	7	9	7	7	6	14	14	10	8	13	9	10	14	13	13	12	15	14	15	8	11	14	8	12	11	16	13	
13	13	9	7	11	10	4	5	15	10	12	11	14	9	10	15	14	12	11	14	13	13	8	11	13	8	11	12	15	12	
15	14	8	6	9	9	7	9	16	11	11	9	12	9	11	14	15	11	14	15	10	13	7	9	12	9	7	11	14	10	
13	11	6	6	7	7	5	8	13	12	10	6	12	9	10	10	14	10	11	13	10	13	7	10	12	6	8	9	16	11	
17	15	10	9	12	10	8	10	18	15	13	9	13	12	13	17	16	16	15	17	17	16	9	13	16	12	12	14	18	14	
15	15	8	7	10	8	5	8	14	12	10	8	12	9	12	12	16	13	14	14	11	14	8	11	15	9	12	11	17	13	
14	13	7	6	9	9	7	7	14	11	10	8	11	10	10	12	14	13	13	15	13	15	8	10	11	8	8	10	15	12	
14	12	8	7	10	8	6	5	12	12	12	10	13	11	10	12	15	13	11	16	13	15	7	10	13	7	10	9	14	12	
13	14	7	7	9	7	4	7	15	11	9	9	10	8	9	13	13	11	11	13	11	12	11	9	11	7	8	9	15	11	
13	12	7	6	9	8	5	5	13	10	10	10	12	10	11	11	15	12	12	15	10	13	9	9	12	6	8	9	13	11	
13	12	8	7	11	9	5	8	14	12	13	10	13	9	11	13	14	12	12	16	11	15	9	10	12	9	11	11	14	12	
13	11	9	5	8	8	5	8	12	10	10	8	11	10	11	10	16	11	12	16	12	15	9	9	11	8	11	10	14	12	
12	12	8	6	9	9	5	7	15	11	12	8	13	9	11	13	14	10	11	15	11	13	9	9	12	5	8	10	14	11	
13	14	9	7	10	11	5	8	15	11	11	10	13	9	11	13	14	11	11	14	10	13	8	11	12	8	10	13	16	13	
11	12	6	5	7	8	4	7	15	10	11	7	12	10	10	11	15	11	13	13	11	12	8	9	11	6	7	9	14	11	
